cpg,p.value,stderr,parameter,statistic,group1,group2,conf1,conf2,CHR,BP,SYMBOL
cg14832908,0.049767206,0.005312829,131.2568565,-1.980246237,0.026280363,0.036801072,-0.021030561,-1.09E-05,chr1,6479424,HES2
cg22927788,0.049790458,0.0022238,143.4228733,-1.978478012,0.013374352,0.017774091,-0.008795397,-4.08E-06,chr12,20521984,PDE3A
cg16458436,0.049797122,0.008102613,89.58897121,-1.988599402,0.024286662,0.040399512,-0.032211111,-1.46E-05,chr12,114846412,TBX5-AS1
cg10583144,0.04983498,0.004986084,126.494712,-1.980344812,0.029896422,0.039770589,-0.019741107,-7.23E-06,chr13,51795680,FAM124A
cg11326429,0.049842667,0.005155284,147.9407349,-1.977505689,0.027547827,0.037742431,-0.02038211,-7.10E-06,chr17,79827632,ARHGDIA
cg02466349,0.049852582,0.005878403,147.7460429,-1.977440333,0.030520434,0.042144626,-0.023240801,-7.58E-06,chr16,74331660,PSMD7
cg11230006,0.049866896,0.004081064,118.7028319,-1.981321337,0.02137562,0.02946152,-0.016167023,-4.78E-06,chr17,41909714,MPP3
cg00959431,0.049868804,0.002841729,128.2440745,-1.979786384,0.015581841,0.021207857,-0.01124876,-3.27E-06,chr9,79638117,FOXB2
cg10838385,0.049870846,0.002386699,125.036494,-1.980252708,0.012886629,0.017612896,-0.009449827,-2.71E-06,chr14,26674370,NOVA1
cg23556443,0.049888216,0.003522734,122.7925094,-1.980453915,0.018473668,0.02545028,-0.013949765,-3.46E-06,chr18,11148776,PIEZO2
cg11789492,0.04989487,0.004905463,139.0561595,-1.978091448,0.030397566,0.04010102,-0.019402392,-4.52E-06,chr16,1204217,CACNA1H
cg19304410,0.049920861,0.001680339,137.1648125,-1.978103208,0.011056043,0.014379928,-0.006646605,-1.16E-06,chr1,64971188,CACHD1
cg08448725,0.049924711,0.011118835,145.535633,-1.977056909,0.055842374,0.077824944,-0.043957818,-7.32E-06,chr16,52582210,TOX3
cg22522509,0.049929869,0.0056533,138.3536529,-1.977872937,0.03257044,0.043751949,-0.022359545,-3.47E-06,chr21,16436121,NRIP1
cg19671533,0.049937222,0.004716268,95.85879734,-1.985576878,0.017929697,0.027294208,-0.018726405,-2.62E-06,chr6,84419234,SNAP91
cg02456521,0.049952726,0.005964487,147.6438709,-1.97657507,0.030810986,0.042600242,-0.023576049,-2.47E-06,chr19,36046428,ATP4A
cg18745782,0.049953334,0.001854474,147.7982419,-1.976552683,0.012455656,0.01612112,-0.007330173,-7.57E-07,chr19,13985408,MIR181C
cg14545963,0.049978324,0.004936747,133.9982862,-1.978015856,0.027037377,0.036802342,-0.019528991,-9.37E-07,chr8,21868607,XPO7
cg08834989,0.049994244,0.002228398,142.6284722,-1.97678648,0.015359619,0.019764686,-0.008810022,-1.12E-07,chr2,98993614,CNGA3
cg27438218,0.049999271,0.00524999,142.5022998,-1.976757485,0.027611659,0.037989617,-0.020755882,-3.35E-08,chr10,119314933,EMX2
cg19797376,0.050032203,0.004313831,134.5625202,-1.977468506,0.028507192,0.037037656,-0.017062145,1.22E-06,chr1,47695475,STIL
cg18909295,0.050072153,0.006433195,105.9870208,-1.981964628,0.030037852,0.042788217,-0.025504817,4.09E-06,chr5,175223293,CPLX2
cg07459248,0.050072661,0.0032974,133.0471902,-1.977318762,0.019234948,0.025754959,-0.013042119,2.10E-06,chr17,77194008,RBFOX3
cg16689937,0.050104249,0.008070047,147.2496466,-1.975295243,0.044268305,0.060209031,-0.031888797,7.35E-06,chr14,67656241,FAM71D
cg04007303,0.050124151,0.006406402,137.1147683,-1.976330905,0.026517294,0.039178465,-0.025329296,6.95E-06,chr9,100618041,FOXE1
cg05107500,0.050127075,0.003299135,113.7317742,-1.979926062,0.015061424,0.021593467,-0.013067771,3.68E-06,chr16,6070292,RBFOX1
cg23412793,0.050149908,0.002835157,130.8881908,-1.976942376,0.018761516,0.024366459,-0.011213605,3.72E-06,chr4,20253922,SLIT2
cg06667761,0.050153283,0.003137441,137.4192019,-1.976037579,0.018201231,0.024400932,-0.012403606,4.20E-06,chr4,134073627,PCDH10
cg25073700,0.050190791,0.006351816,139.5570097,-1.97544179,0.035704584,0.048252225,-0.02510587,1.06E-05,chr7,157628207,PTPRN2
cg25233024,0.050281032,0.002756399,127.0898739,-1.976347581,0.01815533,0.023602933,-0.010901983,6.78E-06,chr19,41066503,SPTBN4
cg11729169,0.05032088,0.004161988,99.04394996,-1.981380197,0.017119496,0.025365976,-0.016504722,1.18E-05,chr19,3606853,TBXA2R
cg02735446,0.050323263,0.004295806,109.1289135,-1.979102759,0.019462639,0.027964481,-0.017015878,1.22E-05,chr14,77227574,VASH1
cg15959252,0.050349092,0.00770184,146.2081145,-1.973279856,0.046430038,0.061627924,-0.030419203,2.34E-05,chr12,48578724,CCDC184
cg09629914,0.050350063,0.009593557,138.4824143,-1.974188236,0.043955358,0.062894846,-0.037908278,2.93E-05,chr10,106029358,GSTO2
cg04136610,0.050353453,0.002223157,147.55074,-1.973092515,0.017543811,0.021930305,-0.008779834,6.85E-06,chr5,5139878,ADAMTS16
cg00042263,0.050355798,0.005462351,114.3098767,-1.977815499,0.025685728,0.036489251,-0.021624084,1.70E-05,chr2,118503396,DDX18
cg13885623,0.050396003,0.007419077,140.7641593,-1.973507547,0.037743144,0.052384749,-0.029308825,2.56E-05,chr1,11919095,NPPB
cg19500979,0.050412464,0.005443558,147.6141732,-1.972573156,0.030997095,0.041734911,-0.021495184,1.96E-05,chr11,67287273,CABP2
cg05663341,0.050419005,0.001975192,139.9587358,-1.973405881,0.01182576,0.015723616,-0.007802927,7.22E-06,chr7,96634660,DLX6-AS1
cg00582524,0.050457969,0.003962461,138.2451616,-1.973280116,0.02415048,0.031969526,-0.015653912,1.58E-05,chr16,51184392,SALL1
cg17282004,0.050475659,0.003616573,138.9224799,-1.973041861,0.022333718,0.029469369,-0.014286294,1.50E-05,chr11,47615333,C1QTNF4
cg27442308,0.050482341,0.001683725,147.5634534,-1.971972686,0.011476255,0.014796515,-0.006647588,7.07E-06,chr13,95364675,SOX21
cg27252467,0.05049897,0.006028057,140.8716032,-1.972600574,0.03363107,0.045522019,-0.0238081,2.62E-05,chr13,19585665,LINC00442
cg21908557,0.050521185,0.007184509,146.0399092,-1.971805547,0.034329933,0.048496387,-0.028365496,3.26E-05,chr5,140762305,PCDHGB3
cg24427089,0.050539685,0.003476269,105.751253,-1.977916627,0.012289483,0.019165253,-0.013767998,1.65E-05,chr10,72432550,ADAMTS14
cg12636543,0.050554063,0.004521153,138.5666879,-1.97240604,0.026545825,0.035463374,-0.017856916,2.18E-05,chr8,137878016,KHDRBS3
cg01968793,0.050563413,0.009244386,101.3307604,-1.978704454,0.034242825,0.052534732,-0.036629556,4.57E-05,chr10,101088930,CNNM1
cg12869623,0.050633575,0.00295901,112.7799749,1.975678708,0.022550024,0.016703972,-1.64E-05,0.011708508,chr17,9548898,USP43
cg13468002,0.050636854,0.003927754,123.0789277,-1.97386702,0.020538978,0.028291842,-0.015527562,2.18E-05,chr3,49907468,CAMKV
cg00107579,0.050644889,0.004983384,117.4018704,-1.974741011,0.024564624,0.034405516,-0.01970987,2.81E-05,chr5,159398670,ADRA1B
cg14884931,0.050647489,0.003007895,111.4420878,-1.975813685,0.015748988,0.021692028,-0.011903123,1.70E-05,chr22,42323359,TNFRSF13C
cg20294789,0.050677028,0.004067198,147.8513789,-1.970256294,0.023175112,0.031188534,-0.01605077,2.39E-05,chr1,151513456,TUFT1
cg11528176,0.050692822,0.002557969,147.6406206,-1.97014295,0.016841902,0.021881466,-0.010094526,1.54E-05,chr7,42928293,C7orf25
cg14951955,0.050699419,0.008602869,145.0597585,-1.970374246,0.037155466,0.054106338,-0.033954036,5.23E-05,chr6,106773949,ATG5
cg12248652,0.050702024,0.007821119,147.5518722,-1.970073216,0.040695087,0.056103264,-0.030864052,4.77E-05,chr12,132703589,GALNT9
cg23464183,0.050732664,0.004132921,139.0773471,-1.970796528,0.025917755,0.034062901,-0.016316626,2.63E-05,chr6,27256406,POM121L2
cg06116009,0.050736932,0.007082119,123.487386,-1.972934382,0.038342946,0.052315502,-0.027990627,4.55E-05,chr13,91827542,LINC00379
cg04707408,0.050737248,0.003916124,136.8357687,-1.971038835,0.021539218,0.029258051,-0.015462782,2.51E-05,chr7,27233073,HOXA13
cg13672200,0.05074167,0.009994951,140.5328437,-1.970540501,0.045949946,0.065645402,-0.039455358,6.44E-05,chr12,54387530,MIR196A2
cg12572625,0.050748108,0.006087108,139.7591306,-1.970579132,0.032527134,0.044522262,-0.024029847,3.96E-05,chr5,140431039,PCDHB1
cg25215295,0.050762062,0.003678163,132.6559278,-1.971375566,0.019000415,0.026251456,-0.014526479,2.44E-05,chr18,34978038,CELF4
cg13378934,0.050767187,0.003240241,146.2906472,-1.969650409,0.019536442,0.025918584,-0.012785872,2.16E-05,chr19,47910580,MEIS3
cg25154801,0.0508108,0.004434461,144.1202011,-1.969520211,0.026605389,0.03533915,-0.017498744,3.12E-05,chr8,41655826,ANK1
cg24202131,0.050817705,0.008351575,145.2307456,-1.969333883,0.041112592,0.057559631,-0.03295337,5.93E-05,chr18,34855482,CELF4
cg25607121,0.05082223,0.003258558,140.3779178,-1.969863723,0.021253832,0.027672748,-0.01286111,2.33E-05,chr2,219745748,WNT10A
cg09484032,0.050832508,0.005949036,144.789387,-1.969256397,0.033487211,0.045202388,-0.023473349,4.30E-05,chr12,54329854,HOXC13-AS
cg21609106,0.05091851,0.003852046,135.0615741,-1.969703444,0.021929771,0.029517159,-0.015205518,3.07E-05,chr5,38259214,EGFLAM
cg10137253,0.050943349,0.002151254,136.9647618,-1.969243589,0.011774719,0.016011062,-0.008490309,1.76E-05,chr14,101507590,MIR300
cg26227186,0.050945038,0.002192278,137.5271995,-1.969157732,0.013694892,0.018011833,-0.00865187,1.80E-05,chr1,95393138,CNN3
cg19033555,0.050950869,0.003567068,146.5859615,-1.968035076,0.022574605,0.02959472,-0.014069638,2.94E-05,chr8,6736385,DEFB1
cg00107772,0.050959571,0.003309204,120.650678,-1.971463947,0.01525432,0.021778297,-0.01307561,2.77E-05,chr14,57261886,OTX2
cg21254883,0.050962718,0.002628141,128.3220043,-1.970251579,0.015905837,0.021083936,-0.010378201,2.20E-05,chr4,671543,MYL5
cg24109679,0.050971927,0.002604598,147.4332567,-1.967760476,0.015579917,0.020705141,-0.010272392,2.19E-05,chr5,111754365,EPB41L4A
cg16781205,0.050992949,0.002547466,146.7370483,-1.967656492,0.01803421,0.023046748,-0.010047001,2.19E-05,chr14,102026543,MIR1247
cg22160448,0.050998736,0.008565694,143.2826494,-1.967998518,0.049805463,0.066662735,-0.033788727,7.42E-05,chr5,170734856,TLX3
cg27604416,0.051014501,0.003650609,142.8114664,-1.96791788,0.020902607,0.028086706,-0.014400311,3.21E-05,chr3,157155401,PTX3
cg07045330,0.051057805,0.002715335,132.8203025,-1.968801933,0.017931325,0.023277282,-0.01071685,2.49E-05,chr3,62364315,FEZF2
cg27596275,0.051097291,0.002354298,125.441184,-1.969519278,0.012563062,0.017199896,-0.009296121,2.25E-05,chr11,124971707,TMEM218
cg08146733,0.051107148,0.006607722,140.554102,-1.967389882,0.029490672,0.042490637,-0.026063337,6.34E-05,chr12,132862587,GALNT9
cg15801433,0.051133557,0.004230941,127.5739588,-1.968888994,0.023796919,0.032127172,-0.01670216,4.17E-05,chr17,39676704,KRT15
cg07343027,0.051146361,0.009159138,146.3990603,-1.966376943,0.046543486,0.064553805,-0.036111529,9.09E-05,chr17,80024200,DUS1L
cg18954388,0.051148058,0.002944211,132.4026263,-1.96808247,0.015687134,0.021481584,-0.011618226,2.93E-05,chr11,20621495,SLC6A5
cg00008036,0.051154972,0.002847891,146.7244476,-1.966267057,0.017033663,0.022633376,-0.011227897,2.85E-05,chr1,179712091,FAM163A
cg06197836,0.051156907,0.007559327,146.105381,-1.966319198,0.037259404,0.052123455,-0.029803805,7.57E-05,chr1,39283522,RRAGC
cg26847866,0.051203488,0.004824298,146.9799876,-1.965823139,0.032435078,0.041918795,-0.019017667,5.02E-05,chr8,27492077,SCARA3
cg07136998,0.051239088,0.003917028,147.9126985,-1.965416298,0.022228536,0.029927126,-0.015439154,4.20E-05,chr5,168728081,SLIT3
cg09129100,0.051257626,0.00448928,136.2793808,-1.966630285,0.026907389,0.035736143,-0.017706414,4.89E-05,chr5,72715464,BTF3
cg12417603,0.051274479,0.008191987,143.4519525,-1.96561317,0.042871167,0.058973445,-0.03229488,9.03E-05,chr12,130502586,LINC02418
cg06427779,0.051280025,0.003453564,140.6909293,-1.965890981,0.021195982,0.027985313,-0.01361692,3.83E-05,chr5,54180079,ESM1
cg24878059,0.0513001,0.005247717,145.091206,-1.965206723,0.02735967,0.037672519,-0.020684695,5.90E-05,chr19,40732896,CCNP
cg00083046,0.051325573,0.002306521,144.7575731,-1.965026606,0.014683825,0.019216199,-0.009091184,2.64E-05,chr2,175204844,SP9
cg24656596,0.051329012,0.010463548,113.0389534,-1.969612869,0.049816448,0.070425588,-0.041339238,0.00012096,chr5,9596893,TAS2R1
cg27322282,0.051329652,0.004399313,147.903739,-1.964642693,0.022154871,0.030797949,-0.017336707,5.05E-05,chr18,3411906,TGIF1
cg23016734,0.051338104,0.004013587,141.5054765,-1.965296678,0.02171288,0.02960077,-0.015822232,4.65E-05,chr3,77088563,ROBO2
cg02256384,0.051343656,0.006565643,135.1143567,-1.966043804,0.03526348,0.048171821,-0.025893062,7.64E-05,chr14,95538245,DICER1
cg09851951,0.051346114,0.002238674,115.8139756,-1.968960098,0.012438694,0.016846554,-0.008841911,2.62E-05,chr16,54323498,IRX3
cg20027296,0.051357986,0.005686536,147.192733,-1.964478129,0.027778247,0.038949324,-0.022408877,6.67E-05,chr5,170737396,TLX3
cg06437464,0.05136433,0.003749771,123.080822,-1.967588706,0.015888132,0.023266139,-0.0148004,4.44E-05,chr6,127441704,RSPO3
cg08492619,0.05138228,0.002573213,116.0549948,-1.968606624,0.012862272,0.017927917,-0.010162193,3.09E-05,chr13,88324193,SLITRK5
cg09817427,0.051383283,0.003664625,130.8934979,-1.966272112,0.015080152,0.022285801,-0.014455206,4.39E-05,chr6,85474313,TBX18
cg10478435,0.05141955,0.002475937,133.1046812,-1.965659995,0.011370048,0.016236898,-0.009764122,3.04E-05,chr17,21280288,KCNJ12
cg12099952,0.051425489,0.002840626,101.503346,-1.971183344,0.013714644,0.019314038,-0.011234092,3.53E-05,chr20,3053037,OXT
cg11698750,0.051430107,0.004571768,98.25739388,-1.971921578,0.017876086,0.026891253,-0.018087394,5.71E-05,chr15,76005189,CSPG4
cg22255435,0.051430758,0.005763788,102.6170089,-1.970882494,0.020091506,0.031451254,-0.022791369,7.19E-05,chr15,74556873,CCDC33
cg15934191,0.051484399,0.00588081,125.5304938,-1.966182758,0.034830924,0.04639367,-0.023201118,7.56E-05,chr6,98298775,MIR2113
cg09750210,0.051484796,0.006120315,135.1855813,-1.964827575,0.030044255,0.042069619,-0.024129315,7.86E-05,chr6,52985055,GCM1
cg04788390,0.051512028,0.006945926,147.7382213,-1.963104306,0.038261244,0.05189682,-0.027361777,9.06E-05,chr1,17933642,ARHGEF10L
cg25102726,0.05151611,0.010286665,146.2998549,-1.96322725,0.045005962,0.065201024,-0.04052472,0.000134596,chr5,6143809,LINC02145
cg11717507,0.05152433,0.004347295,128.3423787,-1.965426501,0.024698693,0.033242982,-0.017145936,5.74E-05,chr12,114838825,TBX5
cg20932150,0.051539406,0.006426529,139.9649272,-1.963762142,0.033035644,0.045655819,-0.025325796,8.54E-05,chr17,79495268,FSCN2
cg25631853,0.051563129,0.004880663,134.5942079,-1.964236024,0.027195659,0.036782433,-0.019239487,6.59E-05,chr19,40725336,TTC9B
cg10037818,0.051595251,0.003252416,111.4368755,-1.967630318,0.018450366,0.024849918,-0.012844153,4.50E-05,chr14,94306819,PRIMA1
cg09462240,0.051604103,0.006865823,132.6360327,-1.964146717,0.038910426,0.05239591,-0.027066159,9.52E-05,chr4,1409497,NA
cg00024086,0.051604525,0.002873199,146.2713116,-1.96247746,0.018216393,0.023854982,-0.011316936,3.98E-05,chr7,156814491,MNX1-AS1
cg16666329,0.051643731,0.003960012,123.3554544,-1.965154587,0.017361111,0.025143145,-0.01562041,5.63E-05,chr5,76932526,OTP
cg05132262,0.051666241,0.006265295,126.1336412,-1.964538724,0.030319692,0.042628106,-0.024707122,9.03E-05,chr7,1428859,MICALL2
cg00698204,0.051668626,0.004089522,138.4727911,-1.962843753,0.020561705,0.028588798,-0.016113075,5.89E-05,chr21,38080694,SIM2
cg04463638,0.051679341,0.004013271,120.9629545,-1.965231214,0.020922321,0.028809325,-0.015832357,5.83E-05,chr22,19512712,CLDN5
cg15433297,0.051693453,0.004405116,135.2871649,-1.963035205,0.022785423,0.03143282,-0.017359193,6.44E-05,chr8,110374792,PKHD1L1
cg22132509,0.05172351,0.005764138,147.9840027,-1.961278785,0.027611525,0.038916606,-0.022695733,8.56E-05,chr3,160475102,PPM1L
cg19054524,0.051727094,0.002851856,141.2004383,-1.962016214,0.015034547,0.020629934,-0.011233242,4.25E-05,chr20,21686273,PAX1
cg21928701,0.051735645,0.004135229,147.7960176,-1.961196076,0.021492136,0.029602132,-0.016281808,6.18E-05,chr19,822086,PLPPR3
cg11949262,0.051755443,0.005750058,133.1428019,-1.962789641,0.027380247,0.038666402,-0.022659435,8.71E-05,chr7,20816184,SP8
cg15195276,0.051760607,0.002459319,132.4736246,-1.962835552,0.016451664,0.021278902,-0.009691853,3.74E-05,chr9,113799936,LPAR1
cg18046677,0.051768048,0.005158464,118.1057868,-1.964948872,0.025098242,0.035234361,-0.020351188,7.90E-05,chr19,49220142,MAMSTR
cg02315940,0.05178757,0.002659893,144.7357688,-1.961093502,0.016728062,0.021944361,-0.010473551,4.10E-05,chr3,139653872,CLSTN2
cg03499905,0.051814158,0.003822668,136.0752654,-1.961907489,0.022777009,0.03027673,-0.015059243,5.98E-05,chr13,110832764,COL4A1
cg19752627,0.051816229,0.001922903,138.3478638,-1.961604401,0.010856827,0.014628802,-0.007574052,3.01E-05,chr7,98467380,TMEM130
cg07899016,0.051848279,0.007226036,145.8261407,-1.960456534,0.035259934,0.049426264,-0.028447618,0.000114958,chr5,140588299,PCDHB12
cg18852618,0.051849215,0.008359218,128.2794392,-1.962666311,0.043213174,0.05961953,-0.032946153,0.000133442,chr3,113897736,DRD3
cg09941406,0.051868114,0.004302269,144.5606484,-1.960430179,0.023024954,0.031459253,-0.016937777,6.92E-05,chr12,54391325,HOXC9
cg01286665,0.051913725,0.007137466,139.664203,-1.960616334,0.041902846,0.055896679,-0.028105283,0.000117617,chr5,54525925,CCNO
cg22869668,0.051922512,0.007816912,145.1623113,-1.959901666,0.03703604,0.052356419,-0.030770044,0.000129286,chr5,140250726,PCDHA11
cg02258703,0.051983236,0.004130853,142.2911189,-1.959715633,0.020208456,0.028303753,-0.016261068,7.05E-05,chr7,100845606,MOGAT3
cg23191956,0.051987188,0.002865835,106.4302233,-1.965283894,0.015687328,0.021319507,-0.011313711,4.94E-05,chr14,29235123,FOXG1
cg16407471,0.051988311,0.002405991,145.0590924,-1.959356387,0.01867557,0.023389763,-0.00946952,4.11E-05,chr11,43602914,MIR129-2
cg25892286,0.051988561,0.007279823,131.9788312,-1.960966786,0.03730617,0.051581661,-0.028675721,0.00012474,chr4,7187328,SORCS2
cg00022024,0.052013436,0.007409351,117.0552325,-1.963039671,0.037260339,0.051805189,-0.029218609,0.000128909,chr9,138800324,CAMSAP1
cg01966561,0.052024808,0.004595942,117.1247852,-1.962931034,0.023595547,0.032617064,-0.018123437,8.04E-05,chr7,1733570,ELFN1
cg05565239,0.052062401,0.002166971,142.971324,-1.958967313,0.014103154,0.018348179,-0.008528467,3.84E-05,chr14,60097209,RTN1
cg04430835,0.052078005,0.00188365,144.311216,-1.958682448,0.013241965,0.016931437,-0.007412578,3.36E-05,chr4,52917409,SPATA18
cg27595512,0.052086676,0.008010505,146.7836737,-1.958334264,0.039263352,0.054950598,-0.031518066,0.000143574,chr8,20162045,LZTS1-AS1
cg25299371,0.05212187,0.005745609,118.092638,-1.961941606,0.026533436,0.037805985,-0.022650326,0.000105228,chr2,226264545,NYAP2
cg15553500,0.052125668,0.007462749,139.6406328,-1.958825929,0.03516993,0.049788157,-0.029372813,0.00013636,chr4,41880987,TMEM33
cg14648774,0.052134121,0.003754916,108.8801581,-1.963532312,0.017248817,0.024621717,-0.014815113,6.93E-05,chr20,61900546,ARFGAP1
cg12756504,0.052139895,0.008371618,140.5595409,-1.958595493,0.03998983,0.056386443,-0.032947177,0.000153951,chr15,37396672,MEIS2
cg12526318,0.052162705,0.01185459,124.5433386,-1.960559785,0.055811908,0.079053541,-0.046704178,0.000220913,chr5,140535392,PCDHB17P
cg06568880,0.052170517,0.0023072,131.4433513,1.959499529,0.019066867,0.01454591,-4.31E-05,0.009085005,chr17,2166583,SMG6
cg22795610,0.05221329,0.006955715,118.9867162,-1.961016606,0.031457024,0.045097297,-0.027413299,0.000132754,chr17,4803422,C17orf107
cg01791371,0.052230968,0.002439288,142.8646113,-1.95755703,0.014771971,0.019547017,-0.009596806,4.67E-05,chr6,50817193,TFAP2B
cg02141814,0.052241387,0.002626816,147.6420306,-1.9569366,0.018009395,0.023149909,-0.010331528,5.05E-05,chr1,36349730,AGO1
cg14516100,0.052256305,0.048510732,145.045171,-1.957096081,0.140029456,0.234969619,-0.190819411,0.000939085,chr4,186560083,SORBS2
cg05780228,0.052267629,0.005476583,146.3512135,-1.956856086,0.031556277,0.042273162,-0.021540288,0.000106519,chr11,70713608,SHANK2
cg27175093,0.052276751,0.004600464,127.6069262,-1.959141125,0.02405953,0.033072487,-0.018116028,9.01E-05,chr14,57265910,OTX2
cg00858840,0.052287095,0.004121418,131.1726253,-1.958552108,0.026633622,0.034705634,-0.01622506,8.10E-05,chr2,171573839,SP5
cg12098963,0.052310287,0.003385797,122.5816963,-1.959614919,0.016375516,0.023010374,-0.013337062,6.73E-05,chr10,99789825,CRTAC1
